@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
5127,130,616,906,1002,455,648,185,747,447,118,96,782,238,223,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6122,5,700,1125,978,580,868,387,718,757,112,96,884.5,105,220,1,55,86,118,1,55,86,118,0,-1,-1,-1,1,55,86,118,0,-1,-1,-1,accident
5687,0,475,954,1122,643,746,55,662,1012,110,99,776,6,232,1,34,95,144,1,34,95,144,0,-1,-1,-1,0,-1,-1,-1,1,34,95,144,accident
7350,0,509,1189,1185,1075,1352,444,783,772,102,97,894.5,2,217,1,90,121,147,1,90,121,147,0,-1,-1,-1,0,-1,-1,-1,1,90,121,147,accident
5051,23,616,973,956,604,650,0,500,752,141,118,1185,104,194,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5041,194,523,816,932,366,568,320,522,871,160,150,1550.5,107,217,1,103,92,106,1,103,92,106,0,-1,-1,-1,1,103,92,106,0,-1,-1,-1,accident
5987,125,649,1001,1391,432,658,44,575,1068,137,138,1386,45,230,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6843,23,698,1298,1427,490,809,100,653,1368,119,117,11549.5,118,149,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5388,0,495,914,879,782,791,11,579,942,136,108,1217.5,0,220,1,37,89,145,1,37,89,145,0,-1,-1,-1,0,-1,-1,-1,1,37,89,145,accident
5041,7,535,730,1045,579,666,176,588,783,150,128,1370.5,17,197,1,55,85,130,1,55,85,130,0,-1,-1,-1,0,-1,-1,-1,1,55,85,130,accident
3976,66,455,521,844,349,581,85,415,657,198,197,1756.5,241,246,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3141,0,378,579,649,296,409,50,381,455,216,174,1686,247,214,1,29,107,112,1,29,107,112,0,-1,-1,-1,1,29,107,112,0,-1,-1,-1,accident
3150,30,393,438,610,255,401,12,416,588,212,164,1631,31,216,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3109,0,194,653,546,409,406,26,385,598,224,177,31902,131,153,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3507,1,395,467,694,279,582,45,446,596,211,184,1790.5,129,213,1,11,131,180,0,-1,-1,-1,1,11,131,180,0,-1,-1,-1,1,11,131,180,accident
7210,71,923,1163,1013,829,945,849,732,1085,95,88,739,210,238,1,46,181,110,0,-1,-1,-1,1,46,181,110,1,46,181,110,0,-1,-1,-1,accident
4448,4,634,632,759,360,777,228,533,640,142,126,1046,3,232,1,41,90,116,1,41,90,116,0,-1,-1,-1,1,41,90,116,0,-1,-1,-1,accident
6247,0,275,1217,808,1088,823,375,803,856,101,86,731.5,132,204,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
12805,0,90,2181,1671,2169,2127,1225,1370,2299,59,57,2534.5,148,151,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
10164,0,78,2134,906,1780,1466,886,1433,1505,65,58,512.5,147,182,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8699,0,23,1703,284,1457,1112,1731,1058,1277,103,100,7491,6,230,1,33,185,162,0,-1,-1,-1,1,33,185,162,0,-1,-1,-1,1,33,185,162,accident
8718,0,203,1467,404,1143,1095,1590,1396,1352,83,96,1050,30,225,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7126,0,232,1062,154,1085,1164,1337,1515,551,110,95,1086,99,222,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7804,0,247,1248,530,1448,1034,1401,1011,863,85,101,986,89,242,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8171,0,2,1205,215,1092,1129,1865,1457,1203,90,102,6797,26,209,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4885,2,144,638,542,970,539,623,608,827,118,161,1559,35,205,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6174,0,33,1173,168,1119,682,1205,753,904,128,141,1535,113,199,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4996,8,306,772,279,818,785,952,594,485,133,151,1393.5,16,231,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7818,0,265,1599,376,1316,704,1340,852,1393,117,113,1362.5,145,159,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6957,12,220,1222,1101,1553,936,483,716,841,111,134,13529,137,149,1,40,117,149,1,40,117,149,0,-1,-1,-1,0,-1,-1,-1,1,40,117,149,accident
9336,0,470,1357,774,1641,1116,1271,866,1778,95,106,7080.5,127,151,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6453,0,417,875,442,1034,1090,757,649,1210,148,134,1773.5,144,151,1,61,120,160,1,61,120,160,0,-1,-1,-1,0,-1,-1,-1,1,61,120,160,accident
10028,0,701,1849,1065,1133,1321,1407,942,1773,100,101,7657,144,142,1,54,158,116,0,-1,-1,-1,1,54,158,116,1,54,158,116,0,-1,-1,-1,accident
7418,0,589,1201,866,723,1023,1000,886,1201,116,119,1308.5,132,185,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6314,0,332,538,470,1164,862,1194,879,994,91,135,1465.5,94,227,1,55,105,169,1,55,105,169,0,-1,-1,-1,0,-1,-1,-1,1,55,105,169,accident
3045,0,394,471,352,491,313,99,557,412,235,163,2097.5,145,196,1,39,104,112,1,39,104,112,0,-1,-1,-1,1,39,104,112,0,-1,-1,-1,accident
4259,0,193,786,357,556,580,594,524,736,189,170,1848.5,112,225,1,26,124,115,0,-1,-1,-1,1,26,124,115,1,26,124,115,0,-1,-1,-1,accident
4309,0,263,849,433,728,416,535,540,706,168,154,1439,137,191,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4536,0,189,798,877,591,630,342,535,604,194,185,2122,114,222,1,88,143,151,0,-1,-1,-1,1,88,143,151,0,-1,-1,-1,1,88,143,151,accident
5545,580,507,721,1262,361,800,0,365,1030,152,159,1732.5,138,242,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5163,0,26,1164,19,1096,906,182,662,1139,127,122,961,2,222,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8188,0,556,1096,360,726,963,1580,1444,1448,97,96,902,148,177,1,10,187,86,0,-1,-1,-1,1,10,187,86,1,10,187,86,0,-1,-1,-1,accident
4260,0,202,628,339,1018,592,364,603,533,138,95,934.5,223,177,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8181,0,632,1297,1534,1194,1597,85,1656,157,102,100,1015.5,130,134,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4928,0,542,597,424,1259,818,271,273,804,135,89,1089.5,35,178,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3859,0,178,691,195,559,525,749,585,455,188,198,1827.5,120,196,1,104,110,136,1,104,110,136,0,-1,-1,-1,0,-1,-1,-1,1,104,110,136,accident
3908,0,242,616,205,410,634,549,663,556,208,165,1966.5,154,189,1,35,167,101,0,-1,-1,-1,1,35,167,101,1,35,167,101,0,-1,-1,-1,accident
4884,0,126,871,115,881,746,826,550,784,181,158,1948.5,168,91,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4790,0,118,827,164,518,636,899,762,850,177,168,1841.5,16,216,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5629,0,480,811,606,316,787,779,845,1010,161,163,1843.5,141,201,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4247,0,348,578,398,458,581,596,460,833,187,170,1825,14,192,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3170,0,246,559,203,549,386,256,467,536,192,120,1362.5,136,157,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5334,0,550,605,587,545,869,559,671,911,144,114,1328.5,115,212,1,70,125,147,0,-1,-1,-1,1,70,125,147,0,-1,-1,-1,1,70,125,147,accident
5565,0,650,610,564,315,674,963,701,1112,138,137,1264,116,210,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5931,5,595,720,580,406,890,1028,867,808,133,133,1252.5,112,210,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5207,0,200,933,254,556,565,1048,716,932,168,154,23158.5,163,143,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5949,1,662,702,770,367,886,968,757,847,146,144,1567,17,210,1,33,131,203,0,-1,-1,-1,1,33,131,203,0,-1,-1,-1,1,33,131,203,accident
5154,0,425,784,323,526,827,733,789,812,156,122,16756,140,149,1,29,129,109,0,-1,-1,-1,1,29,129,109,1,29,129,109,0,-1,-1,-1,accident
5286,0,512,672,522,989,683,560,634,797,149,122,1461,139,131,1,42,108,129,1,42,108,129,0,-1,-1,-1,0,-1,-1,-1,1,42,108,129,accident
6155,0,667,559,450,497,811,1313,912,881,135,119,1359.5,154,163,1,83,147,130,0,-1,-1,-1,1,83,147,130,0,-1,-1,-1,1,83,147,130,accident
4806,0,394,624,357,718,648,685,538,854,157,124,1476,143,111,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6060,0,449,963,456,514,762,1108,873,940,139,140,1452.5,133,203,1,29,144,112,0,-1,-1,-1,1,29,144,112,1,29,144,112,0,-1,-1,-1,accident
4702,0,304,669,286,541,641,728,717,788,160,135,1485,2,205,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3921,3,436,386,803,171,564,749,485,454,157,139,1123.5,118,219,1,88,188,119,0,-1,-1,-1,1,88,188,119,1,88,188,119,0,-1,-1,-1,accident
4192,0,92,571,0,594,470,787,903,766,171,137,1472,2,216,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4949,0,578,505,538,124,779,899,932,577,134,154,1362.5,34,194,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4603,0,270,580,411,439,658,751,780,706,165,146,1530.5,12,213,1,60,128,163,0,-1,-1,-1,1,60,128,163,0,-1,-1,-1,1,60,128,163,accident
5267,0,631,686,1177,559,714,165,762,578,150,157,1610.5,110,183,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6176,0,339,899,293,664,871,1219,1075,835,150,135,1704.5,11,216,1,27,163,197,0,-1,-1,-1,1,27,163,197,0,-1,-1,-1,1,27,163,197,accident
5769,0,134,1088,379,590,705,1049,913,897,140,154,16761,145,148,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3436,198,389,479,509,143,322,615,364,477,215,220,2024,124,185,1,102,109,156,1,102,109,156,0,-1,-1,-1,0,-1,-1,-1,1,102,109,156,accident
3994,0,404,648,746,224,505,422,512,608,199,197,1946.5,4,226,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3292,0,103,530,146,373,410,508,616,632,218,179,1836.5,162,178,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
2878,0,286,391,441,270,365,363,343,434,243,217,43608,140,129,1,30,136,82,0,-1,-1,-1,1,30,136,82,1,30,136,82,0,-1,-1,-1,accident
3570,77,433,509,662,217,445,207,505,482,197,197,1597,137,192,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4914,2,603,760,1058,761,676,615,181,387,98,141,1208.5,128,199,1,101,107,121,1,101,107,121,0,-1,-1,-1,1,101,107,121,0,-1,-1,-1,accident
6817,476,800,1135,1156,768,676,525,794,833,120,118,1251.5,157,191,1,119,104,137,1,119,104,137,0,-1,-1,-1,0,-1,-1,-1,1,119,104,137,accident
8070,478,782,995,1298,1280,1546,457,509,652,102,113,16705.5,100,223,2,43,104,156,1,65,80,111,1,20,128,201,1,65,80,111,1,20,128,201,accident
6376,185,773,1124,1329,628,775,452,511,664,107,119,1109,150,186,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7306,674,826,1155,1087,895,753,470,701,906,104,113,1204,156,216,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4331,336,484,776,669,437,450,271,486,543,210,202,2378,117,195,1,85,158,151,0,-1,-1,-1,1,85,158,151,0,-1,-1,-1,1,85,158,151,accident
4241,371,475,695,757,290,375,72,620,546,204,204,2202,125,198,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3633,147,501,720,495,458,420,0,567,329,208,174,2013,121,193,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5041,511,655,782,558,677,537,0,561,764,162,146,1749.5,110,211,1,46,147,134,0,-1,-1,-1,1,46,147,134,0,-1,-1,-1,1,46,147,134,accident
4483,224,537,876,693,482,521,3,558,624,197,177,2192,115,202,1,36,132,183,0,-1,-1,-1,1,36,132,183,0,-1,-1,-1,1,36,132,183,accident
6766,206,824,1255,1160,572,822,123,837,986,142,127,19416,129,153,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6256,639,772,1060,709,495,825,10,849,897,143,120,20137.5,122,152,1,55,64,153,1,55,64,153,0,-1,-1,-1,0,-1,-1,-1,1,55,64,153,accident
7136,811,843,1214,905,613,850,213,902,951,129,114,17990.5,118,142,1,65,117,119,1,65,117,119,0,-1,-1,-1,1,65,117,119,0,-1,-1,-1,accident
7076,926,851,1184,834,624,795,298,811,859,137,123,1746,128,187,1,51,158,129,0,-1,-1,-1,1,51,158,129,0,-1,-1,-1,1,51,158,129,accident
7512,840,825,1230,901,711,891,217,848,1033,130,134,21201.5,111,207,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
11080,516,1558,1936,1437,1060,1622,143,1376,1762,72,53,735.5,125,137,1,120,93,161,1,120,93,161,0,-1,-1,-1,0,-1,-1,-1,1,120,93,161,accident
12927,485,1949,1407,2043,1240,1695,894,1573,2011,62,52,3587.5,136,133,1,102,113,118,1,102,113,118,0,-1,-1,-1,1,102,113,118,0,-1,-1,-1,accident
12033,225,1728,1913,1491,1860,1735,0,1424,1820,65,47,2947,124,149,1,46,83,178,1,46,83,178,0,-1,-1,-1,0,-1,-1,-1,1,46,83,178,accident
10753,714,1597,1274,1624,898,1530,246,1318,1734,73,54,4318.5,126,134,1,77,102,134,1,77,102,134,0,-1,-1,-1,0,-1,-1,-1,1,77,102,134,accident
13914,1187,1703,2524,1327,1619,1894,0,1279,2641,62,55,677.5,110,145,1,31,91,140,1,31,91,140,0,-1,-1,-1,0,-1,-1,-1,1,31,91,140,accident
4173,154,526,754,728,321,481,0,547,694,206,183,39638.5,127,153,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5196,212,599,964,1018,433,571,45,573,769,164,176,1991,128,196,1,36,159,131,0,-1,-1,-1,1,36,159,131,0,-1,-1,-1,1,36,159,131,accident
5697,407,635,1064,943,592,610,0,603,826,167,172,2084.5,131,193,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5407,428,616,957,832,593,541,121,606,765,162,174,31366.5,139,181,1,102,96,138,1,102,96,138,0,-1,-1,-1,0,-1,-1,-1,1,102,96,138,accident
6102,302,691,1030,1056,589,637,226,629,950,151,153,1784,145,196,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8419,62,949,1545,1556,761,899,670,861,1300,116,115,15570,134,149,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8350,825,913,1485,1197,723,1067,132,956,1119,106,113,1365,128,211,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7810,746,950,1310,760,1045,971,0,758,1245,115,106,1329.5,127,197,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8336,708,948,1606,1007,748,993,3,966,1433,112,104,1355.5,228,181,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
9565,1047,1050,1737,915,1223,1157,133,821,1660,104,100,1326,121,207,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7548,689,841,1206,1027,699,851,10,963,1279,118,109,1294,116,187,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6189,599,841,1028,726,459,810,21,823,902,128,97,13747,122,180,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7557,850,965,1368,710,1073,980,0,600,1151,110,88,1155.5,109,126,1,33,141,135,0,-1,-1,-1,1,33,141,135,0,-1,-1,-1,1,33,141,135,accident
5253,260,843,843,418,886,712,0,614,814,139,81,1294,113,156,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8962,954,1087,1416,1068,1231,1015,0,896,1327,105,92,1249,109,179,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
9662,1379,1023,1860,1005,1172,1417,0,839,1074,91,103,1310.5,113,128,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7527,922,873,1329,846,828,886,0,830,1103,117,110,1290.5,126,200,1,91,61,136,1,91,61,136,0,-1,-1,-1,0,-1,-1,-1,1,91,61,136,accident
7229,1115,868,1216,570,935,766,0,568,1205,128,112,14544,107,154,1,85,69,148,1,85,69,148,0,-1,-1,-1,0,-1,-1,-1,1,85,69,148,accident
8043,1106,928,1339,871,816,884,0,887,1260,112,101,1300.5,120,188,1,99,69,136,1,99,69,136,0,-1,-1,-1,0,-1,-1,-1,1,99,69,136,accident
9769,1064,1014,1714,1683,643,1081,97,1141,1425,101,102,1290.5,126,190,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
16396,1184,1952,2961,2268,1681,2526,570,1585,2324,53,52,3000.5,214,98,1,67,147,120,0,-1,-1,-1,1,67,147,120,1,67,147,120,0,-1,-1,-1,accident
12983,1282,1546,2374,2137,947,1762,75,1266,1814,63,54,655,196,122,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
13131,1706,2501,2106,1104,994,1961,0,929,2175,63,53,669,192,143,1,44,113,111,1,44,113,111,0,-1,-1,-1,1,44,113,111,0,-1,-1,-1,accident
16323,2025,1886,2733,2003,1677,2211,91,1695,2106,55,49,3082,103,134,1,49,135,144,0,-1,-1,-1,1,49,135,144,0,-1,-1,-1,1,49,135,144,accident
14254,1858,1729,2576,1824,1235,1404,153,1164,2650,63,61,751.5,120,201,1,65,119,143,1,65,119,143,0,-1,-1,-1,0,-1,-1,-1,1,65,119,143,accident
7230,697,916,934,1086,588,844,2,855,1470,116,105,1241,132,160,1,78,81,122,1,78,81,122,0,-1,-1,-1,1,78,81,122,0,-1,-1,-1,accident
7964,936,1017,1330,596,1250,992,0,606,1332,106,79,8191.5,105,182,1,35,59,131,1,35,59,131,0,-1,-1,-1,0,-1,-1,-1,1,35,59,131,accident
7237,751,977,1200,387,1134,894,0,642,1246,116,82,9572,110,148,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6459,474,827,1123,624,884,782,0,630,1150,137,108,13425.5,118,152,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
9272,995,1109,1691,888,1389,1204,0,641,1391,107,100,1400.5,116,196,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6261,526,808,1053,748,908,768,0,674,947,135,101,1422.5,123,167,1,81,93,152,1,81,93,152,0,-1,-1,-1,0,-1,-1,-1,1,81,93,152,accident
7200,965,820,1196,566,923,857,5,735,1150,123,104,12511.5,121,190,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7856,1005,870,1355,868,1027,963,0,789,1115,121,110,1450,131,188,1,43,96,165,1,43,96,165,0,-1,-1,-1,0,-1,-1,-1,1,43,96,165,accident
6684,617,833,1224,666,763,762,0,837,967,128,100,1400.5,138,182,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
9131,145,817,1716,1731,1014,1250,359,993,1158,96,106,1350,132,140,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6054,326,769,954,919,572,696,448,683,662,135,121,1391,109,193,1,95,86,130,1,95,86,130,0,-1,-1,-1,0,-1,-1,-1,1,95,86,130,accident
6264,200,909,895,1143,519,770,141,959,774,122,82,11983.5,121,137,1,50,99,112,1,50,99,112,0,-1,-1,-1,1,50,99,112,0,-1,-1,-1,accident
6102,139,871,1014,840,761,786,0,884,863,122,85,1141.5,97,177,1,49,160,138,0,-1,-1,-1,1,49,160,138,0,-1,-1,-1,1,49,160,138,accident
5548,310,710,1024,737,483,689,4,782,881,137,102,1299,115,154,1,27,150,117,0,-1,-1,-1,1,27,150,117,1,27,150,117,0,-1,-1,-1,accident
8347,168,1071,1578,1449,829,996,28,1159,1115,97,82,7731.5,118,145,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4108,184,522,656,770,203,547,39,609,593,204,176,2118,118,183,1,95,84,137,1,95,84,137,0,-1,-1,-1,0,-1,-1,-1,1,95,84,137,accident
4033,144,482,702,806,241,549,2,457,665,213,174,2239.5,106,176,1,35,91,119,1,35,91,119,0,-1,-1,-1,1,35,91,119,0,-1,-1,-1,accident
3677,194,534,620,519,199,354,216,536,482,203,156,2011.5,120,163,1,43,78,126,1,43,78,126,0,-1,-1,-1,0,-1,-1,-1,1,43,78,126,accident
4312,385,534,722,475,285,525,236,617,565,186,159,1851,115,163,2,86,136,144,1,107,89,130,1,65,182,158,0,-1,-1,-1,2,86,136,144,accident
4659,215,623,788,757,221,577,245,667,577,174,149,1767.5,248,181,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7920,618,914,1233,1175,708,935,222,1133,1050,109,89,12691,119,140,1,107,136,118,0,-1,-1,-1,1,107,136,118,1,107,136,118,0,-1,-1,-1,accident
7651,202,1096,1161,1100,678,1035,265,1141,1106,108,89,1153.5,121,175,1,85,137,123,0,-1,-1,-1,1,85,137,123,1,85,137,123,0,-1,-1,-1,accident
7556,488,981,1182,1056,956,974,5,988,1028,112,88,1197,105,176,2,62,113,135,1,55,66,156,1,68,160,113,1,68,160,113,1,55,66,156,accident
7124,500,959,1202,720,743,938,0,1075,1070,115,84,1197.5,123,166,1,43,140,113,0,-1,-1,-1,1,43,140,113,1,43,140,113,0,-1,-1,-1,accident
7448,607,1064,1302,199,1080,1302,0,920,1261,107,78,1110,93,130,1,85,132,130,0,-1,-1,-1,1,85,132,130,0,-1,-1,-1,1,85,132,130,accident
5780,404,583,993,840,753,695,2,633,937,173,161,2202,111,177,1,118,148,114,0,-1,-1,-1,1,118,148,114,1,118,148,114,0,-1,-1,-1,accident
5314,337,530,880,1025,326,690,29,712,759,175,178,2158,242,202,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4566,265,470,874,588,572,670,8,608,553,190,159,2105,111,188,1,45,157,139,0,-1,-1,-1,1,45,157,139,0,-1,-1,-1,1,45,157,139,accident
