@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE barycentreX_1 numeric
@ATTRIBUTE barycentreY_1 numeric
@ATTRIBUTE barycentreX_2 numeric
@ATTRIBUTE barycentreY_2 numeric
@ATTRIBUTE barycentreX_3 numeric
@ATTRIBUTE barycentreY_3 numeric
@ATTRIBUTE barycentreX_4 numeric
@ATTRIBUTE barycentreY_4 numeric
@ATTRIBUTE barycentreX_5 numeric
@ATTRIBUTE barycentreY_5 numeric
@ATTRIBUTE barycentreX_6 numeric
@ATTRIBUTE barycentreY_6 numeric
@ATTRIBUTE barycentreX_7 numeric
@ATTRIBUTE barycentreY_7 numeric
@ATTRIBUTE barycentreX_8 numeric
@ATTRIBUTE barycentreY_8 numeric
@ATTRIBUTE barycentreX_9 numeric
@ATTRIBUTE barycentreY_9 numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE linesX_1 numeric
@ATTRIBUTE linesY_1 numeric
@ATTRIBUTE linesAngle_1 numeric
@ATTRIBUTE linesLength_1 numeric
@ATTRIBUTE linesX_2 numeric
@ATTRIBUTE linesY_2 numeric
@ATTRIBUTE linesAngle_2 numeric
@ATTRIBUTE linesLength_2 numeric
@ATTRIBUTE linesX_3 numeric
@ATTRIBUTE linesY_3 numeric
@ATTRIBUTE linesAngle_3 numeric
@ATTRIBUTE linesLength_3 numeric
@ATTRIBUTE linesX_4 numeric
@ATTRIBUTE linesY_4 numeric
@ATTRIBUTE linesAngle_4 numeric
@ATTRIBUTE linesLength_4 numeric
@ATTRIBUTE linesX_5 numeric
@ATTRIBUTE linesY_5 numeric
@ATTRIBUTE linesAngle_5 numeric
@ATTRIBUTE linesLength_5 numeric
@ATTRIBUTE linesX_6 numeric
@ATTRIBUTE linesY_6 numeric
@ATTRIBUTE linesAngle_6 numeric
@ATTRIBUTE linesLength_6 numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
7.13143,0.531482,0.303186,-0.0179768,0.88102,0.855224,0.67465,0.601131,0.495367,0.167756,-0.211448,-0.170174,1.22798,-0.118582,-0.326241,-0.241114,-0.252722,-0.254012,-0.293996,-0.235954,-0.273359,-0.336559,-0.290126,-0.3314,-0.250142,-0.26691,-0.304314,-0.33269,-0.326241,-0.305604,-0.282388,-0.297865,-0.313343,-0.337849,-0.314633,-0.214028,-0.304314,-0.337849,-0.314633,-0.214028,-0.304314,-0.339139,-10,-10,-10,-0.337849,-0.314633,-0.214028,-0.304314,-0.339139,-10,-10,-10,-0.245628,-0.244338,-0.336802,-0.194301,-0.22886,-0.0921408,-0.337148,-0.195918,-0.0792427,-0.214028,-0.336888,-0.140019,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,gas
7.71171,0.355593,0.281177,0.890282,0.744207,1.49663,0.482375,0.216408,0.610535,-0.19839,-0.176341,-0.125353,2.26077,-0.103304,-0.165316,-0.263159,-0.286586,-0.27005,-0.27005,-0.242488,-0.296233,-0.343087,-0.242488,-0.246622,-0.236976,-0.345843,-0.257647,-0.323794,-0.267293,-0.292099,-0.281074,-0.327928,-0.345843,-0.343087,-0.206658,-0.213549,-0.161182,-0.345843,-0.192878,-0.315526,-0.209415,-0.344465,-0.220439,-0.169451,-0.143267,-0.344465,-0.216305,-0.243866,-0.206658,-0.345843,-0.201146,-0.166695,-0.0812545,-0.246622,-0.256269,-0.345925,-0.183492,-0.169451,-0.272117,-0.345896,-0.164104,-0.0778093,-0.233531,-0.345758,-0.197309,-10,-10,-10,-10,-0.143956,-0.122596,-0.347058,-0.207058,-0.116395,-0.115706,-0.347023,-0.231652,gas
5.97075,-0.216471,-0.368836,-0.368836,1.35349,1.27133,1.55963,-0.0969692,0.177886,-0.367343,-0.213484,-0.0297492,3.90785,-0.167177,-0.183608,-0.256803,-0.340455,-0.368836,-0.368836,-0.368836,-0.368836,-0.335973,-0.295641,-0.255309,-0.258297,-0.265766,-0.310579,-0.359874,-0.270247,-0.353899,-0.315061,-0.307592,-0.307592,-0.365849,-0.217965,-0.177633,-0.167177,-0.367343,-0.214978,-0.27921,-0.231409,-0.367343,-0.23589,-0.0909941,-0.117882,-0.367343,-0.214978,-0.27921,-0.231409,-0.367343,-0.23589,-0.0909941,-0.117882,-10,-10,-10,-10,-0.163442,-0.16643,-0.366124,-0.15472,-0.110413,-0.230662,-0.366674,-0.222836,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,gas
1.83552,0.0395965,0.0586041,-0.0168501,-0.19483,0.439331,-0.229965,-0.227661,0.259047,-0.243213,-0.126864,-0.187918,6.734,-0.204622,-0.172366,-0.217293,-0.201742,-0.220749,-0.220749,-0.215565,-0.238605,-0.208654,-0.201166,-0.221325,-0.223053,-0.243789,-0.243213,-0.199438,-0.198286,-0.216717,-0.224781,-0.220749,-0.220749,-0.243789,-0.223629,-0.220173,-0.17755,-0.243789,-0.223629,-0.220173,-0.17755,-0.244365,-10,-10,-10,-0.244365,-10,-10,-10,-0.243789,-0.223629,-0.220173,-0.17755,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-0.151919,-0.176974,-0.242681,-0.169458,-10,-10,-10,-10,injury
5.18882,-0.343488,0.880933,0.410709,-0.337739,1.32471,-0.130795,-0.235417,0.941866,-0.118148,-0.18483,-0.264159,4.5473,-0.288303,-0.182531,-0.343488,-0.343488,-0.250363,-0.250363,-0.288303,-0.330841,-0.269908,-0.250363,-0.33544,-0.281404,-0.252662,-0.33429,-0.252662,-0.258411,-0.295201,-0.290602,-0.343488,-0.325093,-0.342338,-0.302099,-0.292901,-0.191729,-0.342338,-0.302099,-0.292901,-0.191729,-0.343488,-10,-10,-10,-0.343488,-10,-10,-10,-0.342338,-0.302099,-0.292901,-0.191729,-10,-10,-10,-10,-0.165286,-0.186555,-0.3418,-0.231377,-10,-10,-10,-10,-10,-10,-10,-10,-0.155513,-0.191729,-0.343444,-0.222683,-10,-10,-10,-10,injury
6.93295,0.275649,0.873219,0.0442988,-0.197426,1.36601,0.138706,-0.121693,1.94698,0.176055,-0.223363,-0.271085,0.431267,-0.233737,-0.246186,-0.237887,-0.247224,-0.294946,-0.266935,-0.247224,-0.310508,-0.307396,-0.2327,-0.234775,-0.288722,-0.299096,-0.307396,-0.240999,-0.239962,-0.27731,-0.262786,-0.239962,-0.310508,-0.316733,-10,-10,-10,-0.316733,-10,-10,-10,-0.316733,-10,-10,-10,-0.316733,-10,-10,-10,-0.316733,-10,-10,-10,-0.303246,-0.197945,-0.315402,-0.229089,-0.211432,-0.19587,-0.315431,-0.199938,-0.0926443,-0.177196,-0.314523,-0.188068,-10,-10,-10,-10,-0.138811,-0.165266,-0.316506,-0.173261,-0.238924,-0.14296,-0.316574,-0.22855,injury
7.70732,0.432965,0.299892,0.602875,0.28792,0.629582,0.752065,0.733646,0.886519,0.720293,-0.26233,-0.260949,2.04964,-0.184512,-0.279367,-0.265553,-0.274302,-0.252661,-0.264633,-0.274302,-0.265093,-0.272,-0.278907,-0.268777,-0.265093,-0.265553,-0.265093,-0.271539,-0.266014,-0.28167,-0.259567,-0.266935,-0.264633,-0.289497,-0.245754,-0.24207,-0.253582,-0.289497,-0.245754,-0.24207,-0.253582,-0.289958,-10,-10,-10,-0.289497,-0.245754,-0.24207,-0.253582,-0.289958,-10,-10,-10,-0.275684,-0.232631,-0.289162,-0.173833,-0.215593,-0.208226,-0.288968,-0.213458,-0.18221,-0.229407,-0.289262,-0.181558,-0.223882,-0.275684,-0.289894,-0.196512,-0.225263,-0.223421,-0.289902,-0.232902,-0.232631,-0.18175,-0.289935,-0.178849,paramedics
7.96928,0.724854,0.437728,0.815271,0.310729,0.590954,0.900167,0.749702,0.384582,0.833217,-0.234535,-0.242127,0.252752,-0.202785,-0.193813,-0.264214,-0.258692,-0.231774,-0.237986,-0.264904,-0.260763,-0.253171,-0.264904,-0.264904,-0.247649,-0.260073,-0.254551,-0.255241,-0.256622,-0.242818,-0.258002,-0.25179,-0.258692,-0.28561,-0.273877,-0.193813,-0.212448,-0.286301,-10,-10,-10,-0.28561,-0.273877,-0.193813,-0.212448,-0.28561,-0.273877,-0.193813,-0.212448,-0.286301,-10,-10,-10,-0.280089,-0.203821,-0.285176,-0.147322,-0.204166,-0.175177,-0.285303,-0.187507,-0.125482,-0.20106,-0.285307,-0.149151,-0.197609,-0.260418,-0.286281,-0.11989,-0.206927,-0.18415,-0.286184,-0.228885,-0.20037,-0.138596,-0.286267,-0.114239,paramedics
7.86307,0.581026,0.331613,0.737421,0.362279,0.614758,0.936747,0.309125,0.611692,0.700622,-0.192768,-0.189701,1.432,-0.177435,-0.166191,-0.246944,-0.322585,-0.311341,-0.28272,-0.243877,-0.319519,-0.265343,-0.241833,-0.263299,-0.267387,-0.278631,-0.244899,-0.256143,-0.260232,-0.30623,-0.261254,-0.272498,-0.263299,-0.323608,-0.297031,-0.2173,-0.211167,-0.323608,-0.297031,-0.2173,-0.211167,-0.32463,-10,-10,-10,-0.323608,-0.297031,-0.2173,-0.211167,-0.32463,-10,-10,-10,-0.309297,-0.213723,-0.322895,-0.100977,-0.17488,-0.17488,-0.323114,-0.173782,-0.0818608,-0.179479,-0.32312,-0.117237,-0.213212,-0.311852,-0.324467,-0.163134,-0.180502,-0.168235,-0.321703,-0.182256,-0.179479,-0.0798164,-0.324549,-0.105193,paramedics
5.62976,-0.402172,-0.402172,-0.108904,1.75628,1.24013,0.98909,-0.0408661,-0.298942,-0.226211,-0.165212,0.104595,3.05721,-0.212134,0.123364,-0.402172,-0.402172,-0.402172,-0.402172,-0.226211,-0.24498,-0.242634,-0.381057,-0.376364,-0.331788,-0.385749,-0.291903,-0.385749,-0.294249,-0.392787,-0.324749,-0.390441,-0.237942,-0.399826,-0.324749,-0.113596,-0.308326,-0.402172,-10,-10,-10,-0.399826,-0.324749,-0.113596,-0.308326,-0.399826,-0.324749,-0.113596,-0.308326,-0.402172,-10,-10,-10,-10,-10,-10,-10,-0.110077,-0.108904,-0.398043,-0.0676595,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,person
5.6231,-0.369049,-0.369049,-0.222711,0.869047,1.79714,1.63732,0.0892199,-0.369049,-0.369049,-0.290103,-0.159169,0.45699,-0.205381,0.0603374,-0.369049,-0.369049,-0.369049,-0.369049,-0.216934,-0.241966,-0.245817,-0.253519,-0.297805,-0.21886,-0.361347,-0.265072,-0.365198,-0.324762,-0.369049,-0.369049,-0.369049,-0.369049,-0.369049,-10,-10,-10,-0.369049,-10,-10,-10,-0.369049,-10,-10,-10,-0.369049,-10,-10,-10,-0.369049,-10,-10,-10,-10,-10,-10,-10,-0.106218,-0.158207,-0.36535,0.0390934,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,person
5.51127,-0.35098,-0.35098,0.143741,1.34334,1.02745,1.29635,0.171153,-0.191729,-0.35098,-0.310514,-0.254385,0.0112499,-0.246553,-0.0559747,-0.35098,-0.35098,-0.35098,-0.35098,-0.249164,-0.273965,-0.287019,-0.281797,-0.288324,-0.273965,-0.297461,-0.297461,-0.344453,-0.318346,-0.345758,-0.273965,-0.35098,-0.35098,-0.35098,-10,-10,-10,-0.35098,-10,-10,-10,-0.35098,-10,-10,-10,-0.35098,-10,-10,-10,-0.35098,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,person
6.5295,0.237299,0.389192,0.247774,0.703453,1.14516,0.644092,-0.241076,0.204127,0.163971,-0.0595031,-0.0141099,3.68108,-0.178224,-0.178224,-0.295199,-0.314404,-0.351068,-0.321387,-0.303928,-0.351068,-0.330117,-0.256789,-0.363289,-0.262027,-0.326625,-0.281232,-0.387731,-0.267265,-0.305674,-0.286469,-0.359797,-0.356305,-0.394715,-0.262027,-0.216634,-0.178224,-0.394715,-0.262027,-0.216634,-0.178224,-0.396461,-10,-10,-10,-0.396461,-10,-10,-10,-0.394715,-0.262027,-0.216634,-0.178224,-0.324879,-0.231474,-0.393074,-0.136112,-0.14156,-0.311785,-0.395043,-0.163052,-0.078708,-0.0629949,-0.392479,-0.129071,-10,-10,-10,-10,-10,-10,-10,-10,-0.271629,-0.0394254,-0.395325,-0.139808,police
7.41402,-0.25445,0.677357,0.153833,0.623029,1.00332,0.771196,0.379376,0.509434,0.4798,-0.155672,-0.111222,2.19195,-0.185305,-0.177074,-0.256096,-0.257742,-0.31207,-0.318656,-0.274205,-0.348289,-0.302193,-0.249511,-0.321948,-0.321948,-0.321948,-0.270913,-0.353228,-0.305485,-0.302193,-0.318656,-0.325241,-0.328533,-0.381215,-0.247865,-0.172135,-0.172135,-0.382861,-10,-10,-10,-0.381215,-0.247865,-0.172135,-0.172135,-0.382861,-10,-10,-10,-0.381215,-0.247865,-0.172135,-0.172135,-0.270913,-0.0717104,-0.381281,-0.141713,-0.245395,-0.042077,-0.381257,-0.215739,-0.0577169,-0.247865,-0.380904,-0.0954934,-0.234694,-0.266797,-0.378991,-0.0557442,-10,-10,-10,-10,-0.0922892,-0.0297297,-0.378649,-0.176016,police
7.57424,-0.0763984,0.61384,0.282622,0.513507,1.24847,0.903957,0.584828,0.596916,0.199213,-0.19849,-0.179148,1.4298,-0.192445,-0.223875,-0.254095,-0.254095,-0.300031,-0.291569,-0.29036,-0.29036,-0.29036,-0.29036,-0.278272,-0.304866,-0.289151,-0.262557,-0.303657,-0.291569,-0.339922,-0.312119,-0.319372,-0.315745,-0.338713,-0.216622,-0.212995,-0.22871,-0.338713,-0.216622,-0.212995,-0.22871,-0.339922,-10,-10,-10,-0.338713,-0.216622,-0.212995,-0.22871,-0.339922,-10,-10,-10,-0.26014,-0.0999704,-0.339002,-0.162933,-0.139257,-0.0933219,-0.337226,-0.202095,-0.112663,-0.11629,-0.33725,-0.149894,-0.242612,-0.254095,-0.337106,-0.103076,-10,-10,-10,-10,-0.249865,-0.0981572,-0.339089,-0.153571,police
6.99473,0.207273,0.387296,0.649701,0.542908,0.338476,0.515447,0.558164,0.382719,0.402552,-0.151246,-0.0749654,3.31419,-0.193963,-0.200066,-0.279398,-0.296179,-0.314487,-0.314487,-0.305333,-0.300756,-0.332794,-0.341948,-0.320589,-0.326692,-0.312961,-0.26109,-0.326692,-0.314487,-0.303808,-0.311436,-0.335845,-0.30991,-0.37246,-0.279398,-0.171079,-0.18481,-0.375511,-10,-10,-10,-0.37246,-0.279398,-0.171079,-0.18481,-0.373986,-0.265667,-0.192438,-0.258039,-0.373986,-0.306859,-0.164977,-0.126836,-0.308384,-0.171079,-0.372906,-0.132139,-10,-10,-10,-10,-0.0543696,-0.193201,-0.373108,-0.135985,-0.190149,-0.351864,-0.371184,-0.217244,-10,-10,-10,-10,-0.190912,-0.0139409,-0.375252,-0.15881,roadBlock
4.85361,0.136598,0.32114,0.389759,0.48281,0.292549,0.305545,0.118403,0.445901,0.22601,-0.238726,-0.235087,6.24756,-0.22417,-0.220531,-0.261598,-0.259519,-0.248602,-0.2564,-0.265757,-0.262118,-0.268356,-0.276674,-0.264717,-0.25588,-0.263158,-0.250682,-0.265237,-0.265237,-0.280832,-0.249122,-0.273555,-0.271995,-0.286031,-0.229888,-0.226249,-0.22521,-0.286551,-10,-10,-10,-0.286031,-0.229888,-0.226249,-0.22521,-0.286551,-10,-10,-10,-0.286031,-0.229888,-0.226249,-0.22521,-0.274594,-0.214813,-0.28572,-0.213744,-10,-10,-10,-10,-0.189081,-0.19064,-0.285366,-0.198083,-0.25614,-0.261858,-0.285344,-0.21888,-0.221051,-0.209095,-0.286494,-0.219615,-0.199738,-0.177904,-0.285232,-0.2133,roadBlock
7.6918,0.410418,0.607863,0.84287,0.500953,0.593416,0.563558,0.635794,0.774487,0.663725,-0.232001,-0.22237,0.742703,-0.20118,-0.20118,-0.266674,-0.27149,-0.247411,-0.263785,-0.284011,-0.276306,-0.285937,-0.312905,-0.278232,-0.258006,-0.279195,-0.251264,-0.282085,-0.282085,-0.282085,-0.282085,-0.291716,-0.288827,-0.32061,-0.218517,-0.228148,-0.21948,-0.32061,-0.218517,-0.228148,-0.21948,-0.321574,-10,-10,-10,-0.32061,-0.218517,-0.228148,-0.21948,-0.321574,-10,-10,-10,-0.27149,-0.25319,-0.319503,-0.174115,-10,-10,-10,-10,-0.105347,-0.20407,-0.320025,-0.198197,-0.254153,-0.27775,-0.319301,-0.19694,-0.190104,-0.177583,-0.32148,-0.192865,-0.200699,-0.0952342,-0.318752,-0.192552,roadBlock
